year notice was documented,notice_date,company,business_type,dislocation
2017,1/24/2017,"Operations of Global Spectrum, L.P. d/b/a Spectra Venue Management (""Spectra"") at Canalside",Event & Venue Management,Contract Loss/End
2017,1/19/2017,"Gate Aviation Services, Inc.","Provides provisioning, passenger, ramp, cargo handling,  and security services.",Contract Loss/End
2017,1/19/2017,"LogistiCare Solutions, LLC",Non-Emergency Medical Transportation services,Contract Loss/End
2017,1/6/2017,Command Security Corp. d/b/a Aviation Safeguards,Airport Baggage Handlers,Contract Loss/End
2016,12/21/2016,TANF Support Operations,Social  services assistance for the State through the facilitation of the TANF program.,Contract Loss/End
2016,12/21/2016,TANF Support Operations,Social services assistance for the State through the facilitation of the TANF program.,Contract Loss/End
2016,11/1/2016,TANF Support Operations,Food services,Contract Loss/End
2016,10/10/2016,TANF Support Operations,Call Center,Contract Loss/End
2016,3/4/2016,TANF Support Operations,Food Concession,Contract Loss/End
2016,8/5/2016,TANF Support Operations,Security Services,Contract Loss/End
2016,6/17/2016,TANF Support Operations,Food Services,Contract Loss/End
2016,6/1/2016,TANF Support Operations,Transportation,Contract Loss/End
2016,5/27/2016,TANF Support Operations,Custodial Services,Contract Loss/End
2016,4/29/2016,TANF Support Operations,Food Services,Contract Loss/End
2016,4/26/2016,TANF Support Operations,Food Services,Contract Loss/End
2016,4/25/2016,TANF Support Operations,Dining Services,Contract Loss/End
2016,3/14/2016,TANF Support Operations,Food Services,Contract Loss/End
2016,3/4/2016,TANF Support Operations,Food Concession,Contract Loss/End
2016,2/24/2016,TANF Support Operations,Supply staff,Contract Loss/End
2016,8/31/2015,TANF Support Operations,Dining and Housekeeping Services,Contract Loss/End
2016,2/17/2016,TANF Support Operations,Document outsourcing,Contract Loss/End
2016,8/31/2015,TANF Support Operations,Dining and Housekeeping Services,Contract Loss/End
2016,2/5/2016,TANF Support Operations,Transportation,Contract Loss/End
2016,1/29/2016,TANF Support Operations,Employment Placement Agency,Contract Loss/End
2016,1/22/2016,TANF Support Operations,Food Service,Contract Loss/End
2016,1/12/2016,TANF Support Operations,Project and Construction Management,Contract Loss/End
2015,8/24/2015,Eastman Kodak Company (Kodak  Office),Passenger Handling,Contract Loss/End
2015,8/31/2015,Eastman Kodak Company (Kodak  Office),Dining and Housekeeping Services,Contract Loss/End
2015,8/24/2015,Eastman Kodak Company (Kodak  Office),Passenger Handling,Contract Loss/End
2015,8/31/2015,Eastman Kodak Company (Kodak  Office),Dining and Housekeeping Services,Contract Loss/End
2015,11/17/2015,Eastman Kodak Company (Kodak  Office),Food Service,Contract Loss/End
2015,10/5/2015,Eastman Kodak Company (Kodak  Office),Emergency Response Services,Contract Loss/End
2015,9/28/2015,Eastman Kodak Company (Kodak  Office),Health Care Provider,Contract Loss/End
2015,8/31/2015,Eastman Kodak Company (Kodak  Office),Dining and Housekeeping Services,Contract Loss/End
2015,9/18/2015,Eastman Kodak Company (Kodak  Office),Guard and Protection Services,Contract Loss/End
2015,9/18/2015,Eastman Kodak Company (Kodak  Office),Guard and Protection Services,Contract Loss/End
2015,9/18/2015,Eastman Kodak Company (Kodak  Office),Guard and Protection Services,Contract Loss/End
2015,8/31/2015,Eastman Kodak Company (Kodak  Office),Healthcare,Contract Loss/End
2015,8/31/2015,Eastman Kodak Company (Kodak  Office),Dining and Housekeeping Services,Contract Loss/End
2015,8/24/2015,Eastman Kodak Company (Kodak  Office),Passenger Handling,Contract Loss/End
2015,8/20/2015,Eastman Kodak Company (Kodak  Office),Construction Company,Contract Loss/End
2015,8/21/2015,Eastman Kodak Company (Kodak  Office),Food Service,Contract Loss/End
2015,8/17/2015,Eastman Kodak Company (Kodak  Office),Emergency shelter for unaccompanied minor children crossing into the United States from Latin America,Contract Loss/End
2015,7/22/2015,Eastman Kodak Company (Kodak  Office),Food Services,Contract Loss/End
2015,7/16/2015,Eastman Kodak Company (Kodak  Office),Transportation Services,Contract Loss/End
2015,6/16/2015,Eastman Kodak Company (Kodak  Office),Equipment and Building Maintenance,Contract Loss/End
2015,6/17/2015,Eastman Kodak Company (Kodak  Office),Food Services,Contract Loss/End
2015,5/4/2015,Eastman Kodak Company (Kodak  Office),Air Traffic Control Optimum Training Solution,Contract Loss/End
2015,3/5/2015,Eastman Kodak Company (Kodak  Office),Private Collection Agency,Contract Loss/End
2015,3/5/2015,Eastman Kodak Company (Kodak  Office),Private Collection Agency,Contract Loss/End
2015,3/5/2015,Eastman Kodak Company (Kodak  Office),Private Collection Agency,Contract Loss/End
2015,5/7/2015,Eastman Kodak Company (Kodak  Office),Baggage Handling,Contract Loss/End
2015,5/7/2015,Eastman Kodak Company (Kodak  Office),Food Services,Contract Loss/End
2015,5/4/2015,Eastman Kodak Company (Kodak  Office),Air Traffic Control Optimum Training Solution,Contract Loss/End
2015,3/5/2015,Eastman Kodak Company (Kodak  Office),Private Collection Agency,Contract Loss/End
2015,4/23/2015,Eastman Kodak Company (Kodak  Office),Transportation,Contract Loss/End
2015,4/9/2015,Eastman Kodak Company (Kodak  Office),Transportation,Contract Loss/End
2015,4/8/2015,Eastman Kodak Company (Kodak  Office),Food Services,Contract Loss/End
2015,3/30/2015,Eastman Kodak Company (Kodak  Office),Educational Support Services,Contract Loss/End
2015,3/24/2015,Eastman Kodak Company (Kodak  Office),Homeless shelter facility,Contract Loss/End
2015,3/26/2015,Eastman Kodak Company (Kodak  Office),"Supplier of passenger, security and ground services  for Etihad",Contract Loss/End
2015,3/25/2015,Eastman Kodak Company (Kodak  Office),Food Services,Contract Loss/End
2015,3/27/2015,Eastman Kodak Company (Kodak  Office),Transportation  Services,Contract Loss/End
2015,3/17/2015,Eastman Kodak Company (Kodak  Office),Transportation,Contract Loss/End
2015,3/26/2015,Eastman Kodak Company (Kodak  Office),Transportation services,Contract Loss/End
2015,3/26/2015,Eastman Kodak Company (Kodak  Office),Transportation services,Contract Loss/End
2015,3/17/2015,Eastman Kodak Company (Kodak  Office),Transportation,Contract Loss/End
2015,3/17/2015,Eastman Kodak Company (Kodak  Office),Transportation,Contract Loss/End
2015,3/4/2015,Eastman Kodak Company (Kodak  Office),Airline cabin and baggage handling services,Contract Loss/End
2015,3/5/2015,Eastman Kodak Company (Kodak  Office),Private Collection Agency,Contract Loss/End
2015,3/3/2015,Eastman Kodak Company (Kodak  Office),Airline cabin services,Contract Loss/End
2015,2/18/2015,Eastman Kodak Company (Kodak  Office),Home Care Services,Contract Loss/End
2015,1/20/2015,Eastman Kodak Company (Kodak  Office),Medicaid and Medicare Service Contracts,Contract Loss/End
2015,1/15/2015,Eastman Kodak Company (Kodak  Office),"Provide all detention, processing, transportation,  kitchen, laundry, warehouse and commissary services at the Buffalo Federal  Detention Facility.",Contract Loss/End
2020,5/4/2020,"NRG Energy, Inc. (Green Mountain Energy NYC Office- s Agents)",Renewable Energy Provider,COVID-19
2020,5/4/2020,"CPS5, LLC (CPS Events at the Plaza)",Event Planners/Caterers,COVID-19
2020,4/30/2020,"JAD Transportation, Inc. Twin America, LLC, R. W. Express, & Sightseeing Pass",Transporation Services,COVID-19
2020,5/4/2020,"Hartz Hotel Services, Inc. (manager of the Roxy Hotel-Tribeca)",Hotel,COVID-19
2020,4/17/2020,"Eat'n Park Hospitality Group, Inc. (Parkhurst Dining Services)",Restaurant,COVID-19
2020,4/27/2020,"OS Restaurant Services, LLC (Bloomin Brands- Outback, Carrabba's, Bonefish Grill, Flemings, Aussie Grill)",Restaurant,COVID-19
2020,4/27/2020,"OS Restaurant Services, LLC (Bloomin Brands - Outback, Carrabba's, Bonefish Grill, Flemings, Aussie Grill)",Restaurant,COVID-19
2020,4/27/2020,"OS Restaurant Services, LLC (Bloomin Brands - Outback, Carrabba's, Bonefish Grill, Flemings, Aussie Grill)",Restaurant,COVID-19
2020,4/27/2020,"OS Restaurant Services, LLC (Bloomin Brands - Outback, Carrabba's, Bonefish Grill, Flemings, Aussie Grill)",Restaurant,COVID-19
2020,4/27/2020,"OS Restaurant Services, LLC (Bloomin Brands - Outback, Carrabba's, Bonefish Grill, Flemings, Aussie Grill)",Restaurant,COVID-19
2020,4/27/2020,"OS Restaurant Services, LLC (Bloomin Brands - Outback, Carrabba's, Bonefish Grill, Flemings, Aussie Grill)",Restaurant,COVID-19
2020,4/27/2020,"OS Restaurant Services, LLC (Bloomin Brands - Outback, Carrabba's, Bonefish Grill, Flemings, Aussie Grill)",Restaurant,COVID-19
2020,4/27/2020,"OS Restaurant Services, LLC (Bloomin Brands - Outback, Carrabba's, Bonefish Grill, Flemings, Aussie Grill)",Restaurant,COVID-19
2020,5/1/2020,"LH Employment Services, LLC",Restaurant,COVID-19
2020,4/28/2020,Enterprise Holdings,Car Rental,COVID-19
2020,4/28/2020,Enterprise Holdings,Car Rental,COVID-19
2020,4/28/2020,Enterprise Holdings,Car Rental,COVID-19
2020,4/28/2020,Enterprise Holdings,Car Rental,COVID-19
2020,4/28/2020,TripAdvisor LLC and Smarter Travel Media,Travel Agency,COVID-19
2020,4/6/2020,"Planned Parenthood of Greater New York, Inc.",Family planning services,COVID-19
2020,4/29/2020,"Lyft, Inc.",Transportation,COVID-19
2020,4/28/2020,"RTW Retailwinds, Inc.",Retail,COVID-19
2020,4/27/2020,"USM, Inc.",Janitorial Services,COVID-19
2020,4/6/2020,"Planned Parenthood of Greater New York, Inc.",Family planning services,COVID-19
2020,4/22/2020,"Crescent Hotels & Resorts, LLC dba Hyatt Herald Square New York",Hotel,COVID-19
2020,5/1/2020,"Gemological Institute of America, Inc.","Gem Research, Education, and Laboratory",COVID-19
2020,4/30/2020,Screen Actors Guild-American Federation of Television & Radio Artists (SAG-AFTRA),Labor Union,COVID-19
2020,4/6/2020,"Planned Parenthood of Greater New York, Inc.",Family planning services,COVID-19
2020,4/30/2020,"Housing Works, Inc.",Non-profit,COVID-19
2020,4/6/2020,"Planned Parenthood of Greater New York, Inc.",Family planning services,COVID-19
2020,4/30/2020,"Ivy Rehab Network, Inc.",Medical Billing,COVID-19
2020,4/23/2020,"Coral Graphic Services, Inc.",Commercial Printing,COVID-19
2020,4/29/2020,Enterprise Holdings,Car Rental,COVID-19
2020,4/15/2020,Leonard's Palazzo,Event Venue,COVID-19
2020,4/29/2020,Enterprise Holdings,Car Rental,COVID-19
2020,4/24/2020,"Crescent Hotels & Resorts LLC, dba Marriott Syracuse Downtown",Hotel,COVID-19
2020,4/6/2020,"Planned Parenthood of Greater New York, Inc.",Family planning services,COVID-19
2020,4/29/2020,Buffalo Niagara Convention Center Management Corporation,Convention Center,COVID-19
2020,4/27/2020,Watertown Family YMCA,Social Organization,COVID-19
2020,4/29/2020,"Auburn YMCA - WEIU, Inc.",Social Organization,COVID-19
2020,4/28/2020,Brookset Bus Corp.,Transportation,COVID-19
2020,4/28/2020,"Baumann & Sons Buses, Inc.",Transportation,COVID-19
2020,4/28/2020,Acme Bus Corp.,Transportation,COVID-19
2020,4/28/2020,"Bauman Bus Company, Inc.",Transportation,COVID-19
2020,4/6/2020,"Planned Parenthood of Greater New York, Inc.",Family planning services,COVID-19
2020,4/29/2020,Regal Cinemas,Cinemas,COVID-19
2020,3/19/2020,"Maison Kayser, LLC",Catering,COVID-19
2020,4/2/2020,Hudson's Bay Company,Retail,COVID-19
2020,4/15/2020,"MJ Mechanical Services, Inc.",Mechanical Contractor,COVID-19
2020,3/31/2020,The Century Association (the Club),Social Club,COVID-19
2020,4/10/2020,"Tiger Retail Coast, LLC dba Flying Tiger Copenhagen",Retail,COVID-19
2020,4/17/2020,Wolf Eastside LLC dba Wolfgang's Steakhouse,Restaurant,COVID-19
2020,3/18/2020,"Birth of the Cool, LLC dba Eleven Madison Park",Restaurant,COVID-19
2020,3/30/2020,RL Baxter Building Corp.,General Contractor,COVID-19
2020,3/31/2020,Araca Merchandise L.P.,Production Company,COVID-19
2020,4/24/2020,"Able Services, Inc.",Janitorial Engineering,COVID-19
2020,4/22/2020,Equinox Holdings Inc.,Fitness Club,COVID-19
2020,3/27/2020,"Nationwide Court Services, Inc.",Legal Services,COVID-19
2020,3/27/2020,"Nationwide Court Services, Inc.",Legal Services,COVID-19
2020,3/31/2020,"HH Brown Shoe Co., Inc.",Shoe Store,COVID-19
2020,3/31/2020,"HH Brown Shoe Co., Inc.",Shoe Store,COVID-19
2020,3/31/2020,"HH Brown Shoe Co., Inc.",Shoe Store,COVID-19
2020,4/3/2020,New York City & Vicinity District Council of Carpenters,Carpentry Organization,COVID-19
2020,3/27/2020,"LeNoble Lumber Co., Inc.",Lumber and Building Material Distribution,COVID-19
2020,4/23/2020,"John R. Mott, Inc.",Transportation Carrier,COVID-19
2020,4/24/2020,"Kitopi Catering Services, LLC",Food preparation and delivery services,COVID-19
2020,4/20/2020,Gigino at Wagner Park LLC,Restaurant,COVID-19
2020,4/20/2020,Gigino Inc. dba Gigino Trattoria,Restaurant,COVID-19
2020,3/29/2020,181 Thompson Street LLC,Restaurant,COVID-19
2020,3/30/2020,Ark Museum LLC dba Robert,Restaurant,COVID-19
2020,3/30/2020,Ark Bryant Park Southwest dba Fever Tree at the Porch,Outdoor Lounge/Restaurant,COVID-19
2020,3/30/2020,Rio Restaurant Associates LP dba El Rio Grande,Restaurant,COVID-19
2020,3/30/2020,Ark Bryant Park LLC dba Bryant Park Grill,Restaurant,COVID-19
2020,3/30/2020,Clyde Ark LLC dba Clyde Frazier's Wine and Dine,Restaurant,COVID-19
2020,4/21/2020,"Doughnut Plant Management, Inc.",Bakery,COVID-19
2020,4/22/2020,Visionworks (Capital Region),Eye Care,COVID-19
2020,4/15/2020,Bruce Supply Corp.,"Plumbing, Heating, PVF, Waterworks, and Fire Protection Supplies",COVID-19
2020,4/15/2020,Bruce Supply Corp.,"Plumbing, Heating, PVF, Fire Protection, and Waterworks Supplies",COVID-19
2020,4/22/2020,Visionworks (North Country Region),Eye Care,COVID-19
2020,4/22/2020,Visionworks (Southern Region),Eye Care,COVID-19
2020,4/22/2020,Visionworks (New York City Region),Eye Care,COVID-19
2020,4/22/2020,Visionworks (Mohawk Valley Region),Eye Care,COVID-19
2020,4/22/2020,Visionworks (Finger Lakes Region),Eye Care,COVID-19
2020,4/22/2020,Visionworks (Long Island Region),Eye Care,COVID-19
2020,4/22/2020,Visionworks (Mid-Hudson Region),Eye Care,COVID-19
2020,4/22/2020,Visionworks (Central Region),Eye Care,COVID-19
2020,4/22/2020,Visionworks (Western Region),Eye Care,COVID-19
2020,4/23/2020,"EFCO Products, Inc.",Manufacturing,COVID-19
2020,4/22/2020,YMCA of Greater New York (New York YMCA Camp),Day Camp,COVID-19
2020,4/17/2020,"Shake Shack Enterprises, LLC dba Woodbury Commons Shake Shack",Restaurant,COVID-19
2020,4/17/2020,"Shake Shack Enterprises, LLC dba Hudson Yards Shake Shack",Restaurant,COVID-19
2020,4/20/2020,Joint Billion New York LLC,Airline Services,COVID-19
2020,4/21/2020,"NYY Steak, LLC",Restaurant,COVID-19
2020,4/21/2020,Hard Rock Café New York,Restaurant,COVID-19
2020,4/8/2020,Morris Heights Health Center,Healthcare Center,COVID-19
2020,4/21/2020,"Hard Rock Stadium Tenant, Inc., Hard Rock Café Yankees Stadium",Restaurant,COVID-19
2020,4/20/2020,"Audio Command Systems, Inc.",Home automation,COVID-19
2020,3/27/2020,Production Glue LLC & Department of Events LLC,Event Company,COVID-19
